Time
398.88
319.75
563.11
950.46
493.43
382.89
345.11
338.56
354.65
723.49
416.37
402.23
279.88
326.77
831.56
727.15
342.01
377.08
533.28
560.2
684.9
408.47
323.43
880.7
296.95
496.41
283.76
345.82
435.02
673.29
357.28
339.47
446.04
458.27
488.54
334.96
329.62
2976.47
347.89
390.34
745.3
347.87
589.72
244.94
310.79
780.49
315.04
302.57
374.22
568.46
571.8
613.85
589.89
298.99
371.61
245.15
286.99
565.26
423.32
329.13
354.95
377.17
1667.34
710.7
284.2
343.27
686.55
472.55
327.44
396.3
318.6
288.61
293.38
275.38
371.91
288.55
618.84
362.63
407.25
279.6
607.02
366.54
706.89
542.74
251.67
262
238.69
242.57
305.64
527.99
275.76
261.08
259.45
299.27
260.75
544.46
266.98
235.42
540.43
239.12
548.07
280.95
308.86
251.77
361.19
238.54
257.85
383.09
277.13
600.97
297.49
284.98
257.53
259.96
237.5
247.84
628.68
513.88
291.3
262.35
372.44
261
429.07
237.62
337.72
296.28
427.73
530.55
595.39
262.39
230.07
372.68
237.51
261.5
349.27
624.28
252.76
241.76
236.85
248.36
237.93
272.4
284.45
296.67
374.76
313.36
311.45
243.69
266.74
533.42
262.2
243.35
241.34
567.92
239.98
363.28
280.28
272.91
394.01
287.69
264.66
394.08
377.02
258.22
221.86
631.51
331.45
319.26
543.22
281.38
278.5
388.03
247.35
395.7
272.54
586.79
678.93
231.68
524.46
257.45
612.66
262.16
258.66
239.76
247.55
259.8
281.47
255.22
255.05
251.55
260.39
304.07
250.31
219.25
230.03
258.09
259.91
285.44
536.8
246.66
298.44
253.23
315.1
257.47
283.72
293.1
277.85
309.58
240.59
301.11
319.05
349.34
289.17
278.25
266.65
264.9
255.6
262.11
253.21
292.25
284.6
269.45
263.86
335.65
237.6
257.8
274.24
523.18
604.35
566.62
270.96
528.18
518.29
296.3
242.93
271.86
278.14
300.73
220.41
576.44
246.76
288.7
260.04
561.26
625.14
438.17
526.06
227.53
262.75
234.78
233.3
226.21
257.39
277.33
509.59
294.75
636.55
237.84
212.71
250.13
506.12
293.14
590.87
530.16
316.8
266.77
258.83
394.12
547.3
207.82
381.53
283.78
230.92
262.34
332.73
254.63
279.37
251.54
239.29
265.24
238.87
247.19
269.85
311.65
242.17
271.76
294.2
623.94
302.82
277.18
279.66
275.31
324.35
320.26
264.38
560.82
357.63
510.56
580.08
254.07
220.09
240.54
263.86
587.95
310.47
460.42
238.19
243.41
523.21
257.69
242.54
229.69
524.31
249.26
248.72
265.63
242.11
241.96
285.11
