TX-TYPE,Time,Cost
CERTIFICATE,9855.32,0.000057724490710075
RA_SIGNATURE,14189.83,0.000066996554838669
CERTIFICATE,10201.51,0.000057706540622465
RA_SIGNATURE,10114.25,0.000066978295862067
CERTIFICATE,10059.66,0.000061961346406791
RA_SIGNATURE,14273.72,0.000079656675610023
CERTIFICATE,10442.14,0.000057727054735462
RA_SIGNATURE,10833.82,0.000066979852001091
CERTIFICATE,14495.18,0.000057695119278481
RA_SIGNATURE,10244.89,0.000066960418445055
CERTIFICATE,9943.57,0.000057694466022524
RA_SIGNATURE,14069.75,0.00006695824040565
CERTIFICATE,9720.08,0.0000577013015802
RA_SIGNATURE,26070.65,0.000066985142267625
CERTIFICATE,10175.33,0.000057743393940855
RA_SIGNATURE,14408.18,0.000066984374436015
CERTIFICATE,10516.8,0.00005770460976235
RA_SIGNATURE,9735.23,0.000066959712519591
CERTIFICATE,10801.1,0.000057711714681439
RA_SIGNATURE,15021.38,0.000066963731090001
CERTIFICATE,6141.93,0.000057696621947037
RA_SIGNATURE,14597.75,0.000066943459358499
CERTIFICATE,10405.2,0.000057667822815109
RA_SIGNATURE,14142.79,0.000066930118095537
CERTIFICATE,10020.25,0.000061885754112315
RA_SIGNATURE,10094.09,0.000083797581186553
CERTIFICATE,13976.02,0.00005763615918823
RA_SIGNATURE,10193.85,0.000066911880917961
CERTIFICATE,10410.01,0.000057624215020855
RA_SIGNATURE,14400.8,0.000066897839857977
CERTIFICATE,8019.6,0.000057626021957525
RA_SIGNATURE,15576.82,0.000066883098912153
CERTIFICATE,10095.68,0.00005762079873459
RA_SIGNATURE,10539.28,0.000066894664614477
CERTIFICATE,10210.05,0.00005761660384431
RA_SIGNATURE,26742.75,0.000066858673296018
CERTIFICATE,9884.78,0.000057608942018145
RA_SIGNATURE,14015.83,0.000066890394022992
CERTIFICATE,22071.9,0.00005761183818943
RA_SIGNATURE,9784.45,0.00006691051138881
CERTIFICATE,13854.35,0.000057638471856
RA_SIGNATURE,11004.52,0.000066913809245559
CERTIFICATE,10433.97,0.00005763394919688
RA_SIGNATURE,14030.51,0.000066887113352526
CERTIFICATE,10463.93,0.00006185782910736
RA_SIGNATURE,10095.66,0.000079530077597694
CERTIFICATE,10448.2,0.000057615576956543
RA_SIGNATURE,14171.64,0.000066848912952771
CERTIFICATE,10259.63,0.000057616755580143
RA_SIGNATURE,14668.38,0.000066855550144275
CERTIFICATE,10242.59,0.000057601742479368
RA_SIGNATURE,9719.21,0.000066836629867461
CERTIFICATE,13963.48,0.000057596470740914
RA_SIGNATURE,10168.16,0.000066845658972114
CERTIFICATE,10750.64,0.000057587195279318
RA_SIGNATURE,14211.84,0.000066823480273743
CERTIFICATE,22672.31,0.000057552254791361
RA_SIGNATURE,10585.77,0.000066799926406278
CERTIFICATE,10666.78,0.000057559320333707
RA_SIGNATURE,14542.75,0.000066814764430176
CERTIFICATE,10282.22,0.000057582069185066
RA_SIGNATURE,9824.39,0.000066817218471516
CERTIFICATE,13952.88,0.000057577337776652
RA_SIGNATURE,10067.53,0.000066818137204908
CERTIFICATE,10561.59,0.000061793555104593
RA_SIGNATURE,14014.14,0.000083668728991825
CERTIFICATE,10226.39,0.000057591735965004
RA_SIGNATURE,14104.92,0.000066794808205455
CERTIFICATE,10523.5,0.000057586965639051
RA_SIGNATURE,9861.39,0.000066792613278435
CERTIFICATE,14073.64,0.000057586879997505
RA_SIGNATURE,10397.42,0.00006681254050119
CERTIFICATE,10451.47,0.000057610530610719
RA_SIGNATURE,14458.23,0.000066816153839655
CERTIFICATE,10144.72,0.000057609096287025
RA_SIGNATURE,10477.57,0.000066823921303425
CERTIFICATE,22507.43,0.000057598938771079
RA_SIGNATURE,13922.74,0.000066822942259095
CERTIFICATE,10316.55,0.000057624416824878
RA_SIGNATURE,14093.63,0.00006682214470503
CERTIFICATE,10488.81,0.000057608460557354
RA_SIGNATURE,10324.24,0.000066818822709705
CERTIFICATE,21808.06,0.000057572849095819
RA_SIGNATURE,14388.44,0.000066780646372275
CERTIFICATE,9930.9,0.000061799197997862
RA_SIGNATURE,10611.81,0.000083654709837503
CERTIFICATE,14181.82,0.000057582484114147
