TX-TYPE,Time,Cost
CERTIFICATE,79.66,0.000057418500306232
RA_SIGNATURE,58.68,0.000066613500355272
CERTIFICATE,82.95,0.000057418500306232
RA_SIGNATURE,69.13,0.000066613500355272
CERTIFICATE,77.82,0.000057418500306232
RA_SIGNATURE,61.56,0.000066613500355272
CERTIFICATE,64.19,0.000057418500306232
RA_SIGNATURE,53.23,0.000066613500355272
CERTIFICATE,55.32,0.000057418500306232
RA_SIGNATURE,57.46,0.000066613500355272
CERTIFICATE,78.53,0.000061618500328632
RA_SIGNATURE,72.39,0.000083431500444968
CERTIFICATE,61.2,0.000057418500306232
RA_SIGNATURE,55.55,0.000066631500355368
CERTIFICATE,78.13,0.000057418500306232
